Condition,HCUP_ORDER,GROUP_HCUP,DIAGNOSIS_CODE,SHORT_DESCRIPTION
CANCER,38,Non-Hodgkin`s lymphoma,C8461,"Anaplstc lg cell lymph, ALK-pos, nodes of head, face, and nk"
CANCER,38,Non-Hodgkin`s lymphoma,C8462,"Anaplastic large cell lymphoma, ALK-pos, intrathorac nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8463,"Anaplastic large cell lymphoma, ALK-pos, intra-abd nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8464,"Anaplstc lg cell lymph, ALK-pos, nodes of axla and upr limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8465,"Anaplstc lg cell lymph, ALK-pos, nodes of ing rgn & low lmb"
CANCER,38,Non-Hodgkin`s lymphoma,C8466,"Anaplastic large cell lymphoma, ALK-pos, intrapelv nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8467,"Anaplastic large cell lymphoma, ALK-positive, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8468,"Anaplastic large cell lymphoma, ALK-pos, nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8469,"Anaplstc lg cell lymph, ALK-pos, extrnod and solid org sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8470,"Anaplastic large cell lymphoma, ALK-negative, unsp site"
CANCER,38,Non-Hodgkin`s lymphoma,C8471,"Anaplstc lg cell lymph, ALK-neg, nodes of head, face, and nk"
CANCER,38,Non-Hodgkin`s lymphoma,C8472,"Anaplastic large cell lymphoma, ALK-neg, intrathorac nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8473,"Anaplastic large cell lymphoma, ALK-neg, intra-abd nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8474,"Anaplstc lg cell lymph, ALK-neg, nodes of axla and upr limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8475,"Anaplstc lg cell lymph, ALK-neg, nodes of ing rgn & low lmb"
CANCER,38,Non-Hodgkin`s lymphoma,C8476,"Anaplastic large cell lymphoma, ALK-neg, intrapelv nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8477,"Anaplastic large cell lymphoma, ALK-negative, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8478,"Anaplastic large cell lymphoma, ALK-neg, nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8479,"Anaplstc lg cell lymph, ALK-neg, extrnod and solid org sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8490,"Mature T/NK-cell lymphomas, unspecified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8491,"Mature T/NK-cell lymph, unsp, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8492,"Mature T/NK-cell lymphomas, unsp, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8493,"Mature T/NK-cell lymphomas, unsp, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8494,"Mature T/NK-cell lymph, unsp, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8495,"Mature T/NK-cell lymph, unsp, nodes of ing rgn and low limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8496,"Mature T/NK-cell lymphomas, unsp, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8497,"Mature T/NK-cell lymphomas, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8498,"Mature T/NK-cell lymphomas, unsp, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8499,"Mature T/NK-cell lymph, unsp, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C84A0,"Cutaneous T-cell lymphoma, unspecified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C84A1,"Cutan T-cell lymphoma, unsp nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C84A2,"Cutaneous T-cell lymphoma, unsp, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84A3,"Cutaneous T-cell lymphoma, unsp, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84A4,"Cutan T-cell lymphoma, unsp, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C84A5,"Cutan T-cell lymph, unsp, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C84A6,"Cutaneous T-cell lymphoma, unsp, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84A7,"Cutaneous T-cell lymphoma, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C84A8,"Cutaneous T-cell lymphoma, unsp, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C84A9,"Cutan T-cell lymphoma, unsp, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z0,"Other mature T/NK-cell lymphomas, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z1,"Oth mature T/NK-cell lymph, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z2,"Other mature T/NK-cell lymphomas, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z3,"Oth mature T/NK-cell lymphomas, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z4,"Oth mature T/NK-cell lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z5,"Oth mature T/NK-cell lymph, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z6,"Other mature T/NK-cell lymphomas, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z7,"Other mature T/NK-cell lymphomas, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z8,"Oth mature T/NK-cell lymphomas, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C84Z9,"Oth mature T/NK-cell lymph, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8510,"Unspecified B-cell lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8511,"Unsp B-cell lymphoma, lymph nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8512,"Unspecified B-cell lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8513,"Unspecified B-cell lymphoma, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8514,"Unsp B-cell lymphoma, lymph nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8515,"Unsp B-cell lymphoma, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8516,"Unspecified B-cell lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8517,"Unspecified B-cell lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8518,"Unspecified B-cell lymphoma, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8519,"Unsp B-cell lymphoma, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8520,"Mediastinal (thymic) large B-cell lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8521,"Mediastnl large B-cell lymph, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8522,"Mediastnl (thymic) large B-cell lymphoma, intrathorac nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8523,"Mediastinal (thymic) large B-cell lymphoma, intra-abd nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8524,"Mediastnl large B-cell lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8525,"Mediastnl lg B-cell lymph, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8526,"Mediastinal (thymic) large B-cell lymphoma, intrapelv nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8527,"Mediastinal (thymic) large B-cell lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8528,"Mediastinal (thymic) large B-cell lymphoma, nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8529,"Mediastnl large B-cell lymph, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8580,"Oth types of non-Hodgkin lymphoma, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8581,"Oth types of non-hodg lymph, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8582,"Oth types of non-Hodgkin lymphoma, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8583,"Oth types of non-Hodgkin lymphoma, intra-abd lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8584,"Oth types of non-hodg lymph, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8585,"Oth types of non-hodg lymph, nodes of ing rgn and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8586,"Oth types of non-Hodgkin lymphoma, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8587,"Other specified types of non-Hodgkin lymphoma, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8588,"Oth types of non-Hodgkin lymphoma, lymph nodes mult site"
CANCER,38,Non-Hodgkin`s lymphoma,C8589,"Oth types of non-hodg lymph, extrnod and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site"
CANCER,38,Non-Hodgkin`s lymphoma,C8591,"Non-Hodgkin lymphoma, unsp, nodes of head, face, and neck"
CANCER,38,Non-Hodgkin`s lymphoma,C8592,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8593,"Non-Hodgkin lymphoma, unsp, intra-abdominal lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8594,"Non-Hodgkin lymphoma, unsp, nodes of axilla and upper limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8595,"Non-hodg lymphoma, unsp, nodes of ing region and lower limb"
CANCER,38,Non-Hodgkin`s lymphoma,C8596,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes"
CANCER,38,Non-Hodgkin`s lymphoma,C8597,"Non-Hodgkin lymphoma, unspecified, spleen"
CANCER,38,Non-Hodgkin`s lymphoma,C8598,"Non-Hodgkin lymphoma, unsp, lymph nodes of multiple sites"
CANCER,38,Non-Hodgkin`s lymphoma,C8599,"Non-Hodgkin lymphoma, unsp, extranodal and solid organ sites"
CANCER,38,Non-Hodgkin`s lymphoma,C860,"Extranodal NK/T-cell lymphoma, nasal type"
CANCER,38,Non-Hodgkin`s lymphoma,C861,Hepatosplenic T-cell lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C862,Enteropathy-type (intestinal) T-cell lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C863,Subcutaneous panniculitis-like T-cell lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C864,Blastic NK-cell lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C865,Angioimmunoblastic T-cell lymphoma
CANCER,38,Non-Hodgkin`s lymphoma,C866,Primary cutaneous CD30-positive T-cell proliferations
CANCER,38,Non-Hodgkin`s lymphoma,C880,Waldenstrom macroglobulinemia
CANCER,38,Non-Hodgkin`s lymphoma,C882,Heavy chain disease
CANCER,38,Non-Hodgkin`s lymphoma,C883,Immunoproliferative small intestinal disease
CANCER,38,Non-Hodgkin`s lymphoma,C884,Extrnod mrgnl zn B-cell lymph of mucosa-assoc lymphoid tiss
CANCER,38,Non-Hodgkin`s lymphoma,C888,Other malignant immunoproliferative diseases
CANCER,38,Non-Hodgkin`s lymphoma,C889,"Malignant immunoproliferative disease, unspecified"
CANCER,38,Non-Hodgkin`s lymphoma,C964,Sarcoma of dendritic cells (accessory cells)
CANCER,38,Non-Hodgkin`s lymphoma,C969,"Malig neoplm of lymphoid, hematpoetc and rel tissue, unsp"
CANCER,38,Non-Hodgkin`s lymphoma,C96Z,"Oth malig neoplm of lymphoid, hematpoetc and related tissue"
CANCER,38,Non-Hodgkin`s lymphoma,Z8572,Personal history of non-Hodgkin lymphomas
CANCER,38,Non-Hodgkin`s lymphoma,Z8579,"Prsnl hx of malig neoplm of lymphoid, hematpoetc & rel tiss"
CANCER,39,Leukemias,C9010,Plasma cell leukemia not having achieved remission
CANCER,39,Leukemias,C9011,Plasma cell leukemia in remission
CANCER,39,Leukemias,C9012,Plasma cell leukemia in relapse
CANCER,39,Leukemias,C9100,Acute lymphoblastic leukemia not having achieved remission
CANCER,39,Leukemias,C9101,"Acute lymphoblastic leukemia, in remission"
CANCER,39,Leukemias,C9102,"Acute lymphoblastic leukemia, in relapse"
CANCER,39,Leukemias,C9110,Chronic lymphocytic leuk of B-cell type not achieve remis
CANCER,39,Leukemias,C9111,Chronic lymphocytic leukemia of B-cell type in remission
CANCER,39,Leukemias,C9112,Chronic lymphocytic leukemia of B-cell type in relapse
CANCER,39,Leukemias,C9130,Prolymphocytic leukemia of B-cell type not achieve remission
CANCER,39,Leukemias,C9131,"Prolymphocytic leukemia of B-cell type, in remission"
CANCER,39,Leukemias,C9132,"Prolymphocytic leukemia of B-cell type, in relapse"
CANCER,39,Leukemias,C9140,Hairy cell leukemia not having achieved remission
CANCER,39,Leukemias,C9141,"Hairy cell leukemia, in remission"
CANCER,39,Leukemias,C9142,"Hairy cell leukemia, in relapse"
CANCER,39,Leukemias,C9150,Adult T-cell lymph/leuk (HTLV-1-assoc) not achieve remission
CANCER,39,Leukemias,C9151,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in remission"
CANCER,39,Leukemias,C9152,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in relapse"
CANCER,39,Leukemias,C9160,Prolymphocytic leukemia of T-cell type not achieve remission
CANCER,39,Leukemias,C9161,"Prolymphocytic leukemia of T-cell type, in remission"
CANCER,39,Leukemias,C9162,"Prolymphocytic leukemia of T-cell type, in relapse"
CANCER,39,Leukemias,C9190,"Lymphoid leukemia, unspecified not having achieved remission"
CANCER,39,Leukemias,C9191,"Lymphoid leukemia, unspecified, in remission"
CANCER,39,Leukemias,C9192,"Lymphoid leukemia, unspecified, in relapse"
CANCER,39,Leukemias,C91A0,Mature B-cell leukemia Burkitt-type not achieve remission
CANCER,39,Leukemias,C91A1,"Mature B-cell leukemia Burkitt-type, in remission"
CANCER,39,Leukemias,C91A2,"Mature B-cell leukemia Burkitt-type, in relapse"
CANCER,39,Leukemias,C91Z0,Other lymphoid leukemia not having achieved remission
CANCER,39,Leukemias,C91Z1,"Other lymphoid leukemia, in remission"
CANCER,39,Leukemias,C91Z2,"Other lymphoid leukemia, in relapse"
CANCER,39,Leukemias,C9200,"Acute myeloblastic leukemia, not having achieved remission"
CANCER,39,Leukemias,C9201,"Acute myeloblastic leukemia, in remission"
CANCER,39,Leukemias,C9202,"Acute myeloblastic leukemia, in relapse"
CANCER,39,Leukemias,C9210,"Chronic myeloid leuk, BCR/ABL-positive, not achieve remis"
CANCER,39,Leukemias,C9211,"Chronic myeloid leukemia, BCR/ABL-positive, in remission"
CANCER,39,Leukemias,C9212,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse"
CANCER,39,Leukemias,C9220,"Atyp chronic myeloid leuk, BCR/ABL-neg, not achieve remis"
CANCER,39,Leukemias,C9221,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in remission"
CANCER,39,Leukemias,C9222,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in relapse"
CANCER,39,Leukemias,C9230,"Myeloid sarcoma, not having achieved remission"
CANCER,39,Leukemias,C9231,"Myeloid sarcoma, in remission"
CANCER,39,Leukemias,C9232,"Myeloid sarcoma, in relapse"
CANCER,39,Leukemias,C9240,"Acute promyelocytic leukemia, not having achieved remission"
CANCER,39,Leukemias,C9241,"Acute promyelocytic leukemia, in remission"
CANCER,39,Leukemias,C9242,"Acute promyelocytic leukemia, in relapse"
CANCER,39,Leukemias,C9250,"Acute myelomonocytic leukemia, not having achieved remission"
CANCER,39,Leukemias,C9251,"Acute myelomonocytic leukemia, in remission"
CANCER,39,Leukemias,C9252,"Acute myelomonocytic leukemia, in relapse"
CANCER,39,Leukemias,C9260,Acute myeloid leukemia w 11q23-abnormality not achieve remis
CANCER,39,Leukemias,C9261,Acute myeloid leukemia with 11q23-abnormality in remission
CANCER,39,Leukemias,C9262,Acute myeloid leukemia with 11q23-abnormality in relapse
CANCER,39,Leukemias,C9290,"Myeloid leukemia, unspecified, not having achieved remission"
CANCER,39,Leukemias,C9291,"Myeloid leukemia, unspecified in remission"
CANCER,39,Leukemias,C9292,"Myeloid leukemia, unspecified in relapse"
CANCER,39,Leukemias,C92A0,"Acute myeloid leuk w multilin dysplasia, not achieve remis"
CANCER,39,Leukemias,C92A1,"Acute myeloid leukemia w multilin dysplasia, in remission"
CANCER,39,Leukemias,C92A2,"Acute myeloid leukemia w multilineage dysplasia, in relapse"
CANCER,39,Leukemias,C92Z0,Other myeloid leukemia not having achieved remission
CANCER,39,Leukemias,C92Z1,"Other myeloid leukemia, in remission"
CANCER,39,Leukemias,C92Z2,"Other myeloid leukemia, in relapse"
CANCER,39,Leukemias,C9300,"Acute monoblastic/monocytic leukemia, not achieve remission"
CANCER,39,Leukemias,C9301,"Acute monoblastic/monocytic leukemia, in remission"
CANCER,39,Leukemias,C9302,"Acute monoblastic/monocytic leukemia, in relapse"
CANCER,39,Leukemias,C9310,Chronic myelomonocytic leukemia not achieve remission
CANCER,39,Leukemias,C9311,"Chronic myelomonocytic leukemia, in remission"
CANCER,39,Leukemias,C9312,"Chronic myelomonocytic leukemia, in relapse"
CANCER,39,Leukemias,C9330,"Juvenile myelomonocytic leukemia, not achieve remission"
CANCER,39,Leukemias,C9331,"Juvenile myelomonocytic leukemia, in remission"
CANCER,39,Leukemias,C9332,"Juvenile myelomonocytic leukemia, in relapse"
CANCER,39,Leukemias,C9390,"Monocytic leukemia, unsp, not having achieved remission"
CANCER,39,Leukemias,C9391,"Monocytic leukemia, unspecified in remission"
CANCER,39,Leukemias,C9392,"Monocytic leukemia, unspecified in relapse"
CANCER,39,Leukemias,C93Z0,"Other monocytic leukemia, not having achieved remission"
CANCER,39,Leukemias,C93Z1,"Other monocytic leukemia, in remission"
CANCER,39,Leukemias,C93Z2,"Other monocytic leukemia, in relapse"
CANCER,39,Leukemias,C9400,"Acute erythroid leukemia, not having achieved remission"
CANCER,39,Leukemias,C9401,"Acute erythroid leukemia, in remission"
CANCER,39,Leukemias,C9402,"Acute erythroid leukemia, in relapse"
CANCER,39,Leukemias,C9420,Acute megakaryoblastic leukemia not achieve remission
CANCER,39,Leukemias,C9421,"Acute megakaryoblastic leukemia, in remission"
CANCER,39,Leukemias,C9422,"Acute megakaryoblastic leukemia, in relapse"
CANCER,39,Leukemias,C9430,Mast cell leukemia not having achieved remission
CANCER,39,Leukemias,C9431,"Mast cell leukemia, in remission"
CANCER,39,Leukemias,C9432,"Mast cell leukemia, in relapse"
CANCER,39,Leukemias,C9440,Acute panmyelosis w myelofibrosis not achieve remission
CANCER,39,Leukemias,C9441,"Acute panmyelosis with myelofibrosis, in remission"
CANCER,39,Leukemias,C9442,"Acute panmyelosis with myelofibrosis, in relapse"
CANCER,39,Leukemias,C946,"Myelodysplastic disease, not classified"
CANCER,39,Leukemias,C9480,Other specified leukemias not having achieved remission
CANCER,39,Leukemias,C9481,"Other specified leukemias, in remission"
CANCER,39,Leukemias,C9482,"Other specified leukemias, in relapse"
CANCER,39,Leukemias,C9500,Acute leukemia of unsp cell type not achieve remission
CANCER,39,Leukemias,C9501,"Acute leukemia of unspecified cell type, in remission"
CANCER,39,Leukemias,C9502,"Acute leukemia of unspecified cell type, in relapse"
CANCER,39,Leukemias,C9510,Chronic leukemia of unsp cell type not achieve remission
CANCER,39,Leukemias,C9511,"Chronic leukemia of unspecified cell type, in remission"
CANCER,39,Leukemias,C9512,"Chronic leukemia of unspecified cell type, in relapse"
CANCER,39,Leukemias,C9590,"Leukemia, unspecified not having achieved remission"
CANCER,39,Leukemias,C9591,"Leukemia, unspecified, in remission"
CANCER,39,Leukemias,C9592,"Leukemia, unspecified, in relapse"
CANCER,39,Leukemias,Z856,Personal history of leukemia
CANCER,40,Multiple myeloma,C9000,Multiple myeloma not having achieved remission
CANCER,40,Multiple myeloma,C9001,Multiple myeloma in remission
CANCER,40,Multiple myeloma,C9002,Multiple myeloma in relapse
CANCER,40,Multiple myeloma,C9020,Extramedullary plasmacytoma not having achieved remission
CANCER,40,Multiple myeloma,C9021,Extramedullary plasmacytoma in remission
CANCER,40,Multiple myeloma,C9022,Extramedullary plasmacytoma in relapse
CANCER,40,Multiple myeloma,C9030,Solitary plasmacytoma not having achieved remission
CANCER,40,Multiple myeloma,C9031,Solitary plasmacytoma in remission
CANCER,40,Multiple myeloma,C9032,Solitary plasmacytoma in relapse
CANCER,41,Cancer; other and unspecified primary,C37,Malignant neoplasm of thymus
CANCER,41,Cancer; other and unspecified primary,C380,Malignant neoplasm of heart
CANCER,41,Cancer; other and unspecified primary,C381,Malignant neoplasm of anterior mediastinum
CANCER,41,Cancer; other and unspecified primary,C382,Malignant neoplasm of posterior mediastinum
CANCER,41,Cancer; other and unspecified primary,C383,"Malignant neoplasm of mediastinum, part unspecified"
CANCER,41,Cancer; other and unspecified primary,C388,"Malig neoplm of ovrlp sites of heart, mediastinum and pleura"
CANCER,41,Cancer; other and unspecified primary,C452,Mesothelioma of pericardium
CANCER,41,Cancer; other and unspecified primary,C457,Mesothelioma of other sites
CANCER,41,Cancer; other and unspecified primary,C460,Kaposi's sarcoma of skin
CANCER,41,Cancer; other and unspecified primary,C461,Kaposi's sarcoma of soft tissue
CANCER,41,Cancer; other and unspecified primary,C462,Kaposi's sarcoma of palate
CANCER,41,Cancer; other and unspecified primary,C463,Kaposi's sarcoma of lymph nodes
CANCER,41,Cancer; other and unspecified primary,C464,Kaposi's sarcoma of gastrointestinal sites
CANCER,41,Cancer; other and unspecified primary,C4650,Kaposi's sarcoma of unspecified lung
CANCER,41,Cancer; other and unspecified primary,C4651,Kaposi's sarcoma of right lung
CANCER,41,Cancer; other and unspecified primary,C4652,Kaposi's sarcoma of left lung
CANCER,41,Cancer; other and unspecified primary,C467,Kaposi's sarcoma of other sites
CANCER,41,Cancer; other and unspecified primary,C469,"Kaposi's sarcoma, unspecified"
CANCER,41,Cancer; other and unspecified primary,C6900,Malignant neoplasm of unspecified conjunctiva
CANCER,41,Cancer; other and unspecified primary,C6901,Malignant neoplasm of right conjunctiva
CANCER,41,Cancer; other and unspecified primary,C6902,Malignant neoplasm of left conjunctiva
CANCER,41,Cancer; other and unspecified primary,C6910,Malignant neoplasm of unspecified cornea
