DIAGNOSIS_CODE,LONG_DESCRIPTION,SHORT_DESCRIPTION,GROUP1,GROUP2,GROUP3,GROUP_HCUP_ID,GROUP_HCUP,HCUP_ORDER
V0481,Need for prophylactic vaccination and inoculation against influenza,Vaccin for influenza,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V0482,Need for prophylactic vaccination and inoculation against respiratory syncytial virus (RSV),Vaccination for RSV,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V0489,Need for prophylactic vaccination and inoculation against other viral diseases,Vaccn/inoc viral dis NEC,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CERTAIN VIRAL DISEASES,10,Immunizations and screening for infectious disease,10
V050,Need for prophylactic vaccination and inoculation against arthropod-borne viral encephalitis,Arbovirus enceph vaccin,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V051,Need for prophylactic vaccination and inoculation against other arthropod-borne viral diseases,Vacc arboviral dis NEC,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V052,Need for prophylactic vaccination and inoculation against leishmaniasis,Vaccin for leishmaniasis,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V053,Need for prophylactic vaccination and inoculation against viral hepatitis,Need prphyl vc vrl hepat,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V054,Need for prophylactic vaccination and inoculation against varicella,Need prphyl vc varicella,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V058,Need for prophylactic vaccination and inoculation against other specified disease,Vaccin for disease NEC,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V059,Need for prophylactic vaccination and inoculation against unspecified single disease,Vaccin for singl dis NOS,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR OTHER PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SINGLE DISEASES,10,Immunizations and screening for infectious disease,10
V060,Need for prophylactic vaccination and inoculation against cholera with typhoid-paratyphoid [cholera + TAB],Vaccin for cholera + tab,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V061,"Need for prophylactic vaccination and inoculation against diphtheria-tetanus-pertussis, combined [DTP] [DTaP]",Vaccination for DTP-DTaP,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V062,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with typhoid-paratyphoid (DTP + TAB),Vaccin for dtp + tab,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V063,Need for prophylactic vaccination and inoculation against diptheria-tetanus- pertussis with poliomyelitis [DTP + polio],Vaccin for dtp + polio,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V064,Need for prophylactic vaccination and inoculation against measles-mumps-rubella (MMR),Vac-measle-mumps-rubella,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V065,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT),Vaccination for Td-DT,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V066,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,Nd vac strp pnumn/inflnz,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V068,Need for prophylactic vaccination and inoculation against other combinations of diseases,Vac-dis combinations NEC,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V069,Unspecified combined vaccine,Vac-dis combinations NOS,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST COMBINATION OF DISEASES,10,Immunizations and screening for infectious disease,10
V070,Need for isolation,Prophylactic isolation,SUPPLEMENTARY CLASSIFICATION OF FACTORS INFLUENCING HEALTH STATUS AND CONTACT WITH HEALTH SERVICES,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO COMMUNICABLE DISEASES,NEED FOR ISOLATION AND OTHER PROPHYLACTIC MEASURES,259,Residual codes; unclassified,247
9064,Late effect of crushing,Late effect of crushing,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,234,Crushing injury or internal injury,222
9065,"Late effect of burn of eye, face, head, and neck",Late eff head/neck burn,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,240,Burns,228
9066,Late effect of burn of wrist and hand,Late eff wrist/hand burn,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,240,Burns,228
9067,Late effect of burn of other extremities,Late eff burn extrem NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,240,Burns,228
9068,Late effect of burns of other specified sites,Late effect of burns NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,240,Burns,228
9069,Late effect of burn of unspecified site,Late effect of burn NOS,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO SKIN AND SUBCUTANEOUS TISSUES,240,Burns,228
9070,Late effect of intracranial injury without mention of skull fracture,Lt eff intracranial inj,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,233,Intracranial injury,221
9071,Late effect of injury to cranial nerve,Late eff cran nerve inj,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,244,Other injuries and conditions due to external causes,232
9072,Late effect of spinal cord injury,Late eff spinal cord inj,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,227,Spinal cord injury,215
9073,"Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk",Lt eff nerv inj trnk NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,244,Other injuries and conditions due to external causes,232
9074,Late effect of injury to peripheral nerve of shoulder girdle and upper limb,Lt eff nerv inj shld/arm,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,244,Other injuries and conditions due to external causes,232
9075,Late effect of injury to peripheral nerve of pelvic girdle and lower limb,Lt eff nerv inj pelv/leg,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,244,Other injuries and conditions due to external causes,232
9079,Late effect of injury to other and unspecified nerve,Late eff nerve inj NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF INJURIES TO THE NERVOUS SYSTEM,244,Other injuries and conditions due to external causes,232
9080,Late effect of internal injury to chest,Late eff int injur chest,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,234,Crushing injury or internal injury,222
9081,Late effect of internal injury to intra-abdominal organs,Late eff int inj abdomen,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,234,Crushing injury or internal injury,222
9082,Late effect of internal injury to other internal organs,Late eff int injury NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,234,Crushing injury or internal injury,222
9083,"Late effect of injury to blood vessel of head, neck, and extremities",Late eff inj periph vess,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,234,Crushing injury or internal injury,222
9084,"Late effect of injury to blood vessel of thorax, abdomen, and pelvis",Lt eff inj thor/abd vess,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,234,Crushing injury or internal injury,222
9085,Late effect of foreign body in orifice,Late eff FB in orifice,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,244,Other injuries and conditions due to external causes,232
9086,Late effect of certain complications of trauma,Late eff complic trauma,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,244,Other injuries and conditions due to external causes,232
9089,Late effect of unspecified injury,Late effect injury NOS,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED INJURIES,244,Other injuries and conditions due to external causes,232
9090,"Late effect of poisoning due to drug, medicinal or biological substance",Late eff drug poisoning,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,242,Poisoning by other medications and drugs,230
9091,Late effect of toxic effects of nonmedical substances,Late eff nonmed substanc,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,243,Poisoning by nonmedicinal substances,231
9092,Late effect of radiation,Late effect of radiation,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,244,Other injuries and conditions due to external causes,232
9093,Late effect of complications of surgical and medical care,Late eff surg/med compl,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,238,Complications of surgical procedures or medical care,226
9094,Late effect of certain other external causes,Late eff cert ext cause,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,244,Other injuries and conditions due to external causes,232
9095,"Late effect of adverse effect of drug, medicinal or biological substance",Lte efct advrs efct drug,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,242,Poisoning by other medications and drugs,230
9099,Late effect of other and unspecified external causes,Late eff exter cause NEC,INJURY AND POISONING,"LATE EFFECTS OF INJURIES, POISONINGS, TOXIC EFFECTS, AND OTHER EXTERNAL CAUSES",LATE EFFECTS OF OTHER AND UNSPECIFIED EXTERNAL CAUSES,244,Other injuries and conditions due to external causes,232
9100,"Abrasion or friction burn of face, neck, and scalp except eye, without mention of infection",Abrasion head,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9101,"Abrasion or friction burn of face, neck, and scalp except eye, infected",Abrasion head-infected,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9102,"Blister of face, neck, and scalp except eye, without mention of infection",Blister head,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9103,"Blister of face, neck, and scalp except eye, infected",Blister head-infected,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9104,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection",Insect bite head,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9105,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected",Insect bite head-infect,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9106,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection",Foreign body head,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9107,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound, infected",Foreign body head-infect,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9108,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection",Superfic inj head NEC,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9109,"Other and unspecified superficial injury of face, neck, and scalp, infected",Superf inj head NEC-inf,INJURY AND POISONING,SUPERFICIAL INJURY,"SUPERFICIAL INJURY OF FACE, NECK, AND SCALP EXCEPT EYE",239,Superficial injury; contusion,227
9110,"Abrasion or friction burn of trunk, without mention of infection",Abrasion trunk,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
9111,"Abrasion or friction burn of trunk, infected",Abrasion trunk-infected,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
9112,"Blister of trunk, without mention of infection",Blister trunk,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
9113,"Blister of trunk, infected",Blister trunk-infected,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
9114,"Insect bite, nonvenomous of trunk, without mention of infection",Insect bite trunk,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
9115,"Insect bite, nonvenomous of trunk, infected",Insect bite trunk-infec,INJURY AND POISONING,SUPERFICIAL INJURY,SUPERFICIAL INJURY OF TRUNK,239,Superficial injury; contusion,227
